0 1 2 3 4 5 6 7 8 9
75 159 203 256 313 408 646 666 671 689
76 145 192 269 316 381 611 632 673 684
72 139 197 265 340 434 574 586 652 673
72 136 185 258 367 409 595 653 666 683
70 135 225 258 370 394 570 590 667 674
76 132 215 274 366 393 567 570 633 671
71 124 186 271 336 424 574 602 604 622
74 118 241 271 365 372 589 611 649 663
71 114 212 252 345 412 567 584 629 683
68 160 213 248 371 386 594 613 624 649
67 150 184 267 328 410 582 601 651 676
68 152 200 253 310 400 579 641 651 683
69 140 212 251 342 406 585 592 609 688
69 123 241 272 319 407 596 656 662 689
67 117 214 272 350 387 608 630 682 684
65 112 230 267 345 417 565 581 598 624
64 164 236 245 358 380 576 586 614 644
62 164 233 262 344 383 587 591 661 687
66 163 209 271 350 382 572 595 627 690
63 155 187 268 357 379 583 598 612 682
65 149 181 266 365 387 593 640 660 677
61 139 183 254 347 426 572 584 599 618
61 136 218 244 359 404 578 613 622 678
63 133 205 247 324 377 616 640 651 671
66 122 182 259 333 412 603 652 655 678
64 116 190 269 309 431 590 627 640 656
62 116 226 274 355 411 565 585 607 678
59 111 190 246 323 421 608 638 649 670
55 158 219 250 335 389 565 602 614 634
57 151 236 261 311 414 568 582 664 674
60 151 216 263 309 396 578 637 663 682
59 153 201 261 355 432 575 580 636 683
55 147 211 257 371 392 573 627 661 675
60 142 226 255 315 423 577 629 635 686
57 142 194 246 344 402 574 610 631 669
56 129 208 246 346 428 579 625 647 667
58 126 229 275 364 392 569 576 630 678
58 125 217 250 330 435 591 639 640 653
56 119 242 255 366 432 609 624 652 658
53 138 237 272 349 373 571 594 620 669
54 138 206 251 341 397 566 588 645 664
52 109 240 254 324 409 603 604 659 672
51 155 239 273 338 374 575 587 593 676
50 145 235 245 329 384 628 645 646 676
49 115 215 261 356 423 581 655 679 688
46 171 243 271 349 388 591 621 667 668
45 148 196 248 337 391 636 643 647 690
48 137 220 244 332 416 573 580 621 650
47 119 192 263 351 421 641 662 677 690
44 110 224 268 359 405 582 657 675 677
44 162 185 273 348 377 581 608 617 644
43 148 189 253 325 425 605 658 670 685
43 128 229 270 362 386 566 580 625 677
41 121 231 264 368 418 585 620 638 680
42 163 184 252 341 430 586 613 659 665
41 156 240 273 327 378 579 639 664 689
42 122 237 249 321 424 618 625 666 687
27 103 198 393 476 477 594 595 732 733
39 101 180 391 472 473 591 592 728 729
44 107 201 397 436 482 600 602 737 738
43 106 202 396 437 483 601 603 736 739
40 102 197 392 474 475 564 593 730 731
42 104 200 394 478 481 596 598 693 735
41 105 199 395 479 480 597 599 692 734
35 102 216 424 443 548 588 624 769 808
36 100 237 431 506 527 581 643 712 797
37 106 203 413 438 469 627 679 777 807
38 101 239 408 463 545 566 574 765 794
31 101 204 420 507 537 637 657 748 792
33 102 228 406 457 497 621 672 744 795
34 100 184 432 560 563 569 689 695 696
28 107 236 417 505 514 611 625 741 789
32 106 227 411 453 529 631 641 709 746
30 105 235 412 498 541 608 661 707 781
29 104 206 423 513 538 622 640 715 782
89 100 238 376 495 533 653 663 717 791
90 107 193 415 530 553 567 630 759 775
88 102 226 410 522 557 623 690 726 787
87 103 229 422 441 547 617 635 700 745
83 101 207 387 520 562 615 683 786 802
84 103 232 404 447 458 634 651 798 818
85 106 181 428 467 515 614 633 747 760
86 107 218 390 445 461 616 658 698 801
80 103 186 421 502 556 607 645 768 800
81 100 214 403 501 555 605 629 710 750
82 104 182 398 450 512 589 681 754 799
78 103 217 374 518 534 650 652 721 809
79 104 222 409 440 448 576 647 718 776
77 104 209 383 551 554 580 691 761 772
75 103 212 380 484 550 667 682 694 708
72 107 190 388 455 535 676 688 714 720
74 106 191 434 468 492 571 575 740 788
71 106 196 416 446 543 664 684 763 784
70 107 194 382 493 523 612 639 810 815
76 105 223 435 460 489 582 648 705 780
73 105 205 429 451 540 578 636 783 819
68 100 210 414 465 525 587 673 790 811
69 106 195 377 454 546 613 668 764 814
67 104 213 418 509 528 584 610 701 817
63 101 192 373 521 531 674 678 742 758
61 102 233 372 486 526 671 680 723 771
64 102 224 385 444 561 579 655 753 796
65 103 189 378 485 517 606 687 778 805
66 100 219 401 449 494 619 626 724 803
62 107 234 433 462 490 659 662 702 762
56 101 231 427 452 471 572 644 699 804
57 102 185 425 516 552 632 654 716 752
59 102 225 419 487 519 583 628 704 816
60 107 183 400 466 544 573 620 774 793
58 106 230 384 491 524 618 638 697 813
55 104 243 381 499 503 568 609 711 770
54 100 211 379 536 549 570 604 722 751
53 104 188 405 439 508 646 670 727 755
52 105 242 399 442 504 660 669 725 756
51 105 208 407 464 539 586 686 773 812
50 101 240 389 532 558 577 649 749 766
49 105 187 386 511 542 590 642 703 757
48 101 215 430 470 500 656 685 706 713
45 103 241 402 496 559 665 675 767 779
46 100 221 426 456 459 585 677 743 785
47 105 220 375 488 510 565 666 719 806
