0 1 2 3 4 5 6 7 8
79 150 174 409 458 489 569 702 715
80 149 175 410 457 490 570 701 716
67 162 173 358 554 591 615 718 721
66 161 172 357 553 592 616 717 722
79 119 172 362 453 518 593 661 690
80 120 173 361 454 517 594 662 689
35 121 171 414 524 547 571 616 718
34 122 170 413 523 548 572 615 717
29 162 175 374 491 529 553 589 704
28 161 174 373 492 530 554 590 703
82 106 170 368 437 448 532 583 607
81 107 171 367 438 447 531 584 608
64 122 175 392 442 492 513 524 546
65 121 174 391 441 491 514 523 545
82 131 171 389 407 469 675 714 728
81 132 170 390 408 470 676 713 727
26 108 173 404 412 495 511 556 657
26 109 172 403 411 496 512 555 658
84 126 170 400 405 455 521 609 666
83 125 171 399 406 456 522 610 665
79 144 173 363 384 484 606 629 673
80 143 172 364 383 483 605 630 674
83 166 170 354 428 459 471 679 708
84 165 171 353 427 460 472 680 707
80 151 174 352 436 474 597 631 669
79 152 175 351 435 473 598 632 670
83 112 175 283 401 431 434 586 635
84 113 174 282 402 432 433 585 636
82 110 172 286 415 477 493 581 642
81 111 173 287 416 478 494 582 641
79 114 170 285 396 502 520 574 623
80 115 171 284 395 501 519 573 624
82 123 173 270 355 440 468 481 672
81 124 172 269 356 439 467 482 671
82 137 175 253 274 388 476 681 691
81 138 174 254 273 387 475 682 692
50 145 172 263 272 365 514 546 721
51 146 173 264 271 366 513 545 722
68 146 170 258 272 371 529 547 590
69 145 171 257 271 372 530 548 589
83 140 172 240 359 507 686 706 711
84 139 173 239 360 508 685 705 712
80 142 170 246 278 465 684 688 699
79 141 171 245 277 466 683 687 700
84 160 172 248 280 449 503 534 588
83 159 173 247 279 450 504 533 587
26 154 170 243 256 422 445 559 668
26 153 171 244 255 421 446 560 667
83 163 174 242 251 394 479 639 678
84 164 175 241 252 393 480 640 677
82 134 174 249 276 417 451 614 664
81 133 175 250 275 418 452 613 663
41 98 215 432 507 544 589 629 696
40 99 216 431 508 543 590 630 695
75 103 236 357 450 520 625 663 697
76 102 235 358 449 519 626 664 698
47 100 232 414 482 567 577 673 688
46 101 231 413 481 568 578 674 687
32 98 217 365 440 466 525 676 693
33 99 218 366 439 465 526 675 694
31 103 193 374 438 594 607 678 690
30 102 194 373 437 593 608 677 689
69 103 224 403 471 549 598 641 726
68 102 223 404 472 550 597 642 725
66 99 191 402 456 476 506 511 727
67 98 192 401 455 475 505 512 728
64 100 233 400 518 565 573 587 719
65 101 234 399 517 566 574 588 720
58 100 198 420 460 494 523 564 711
59 101 197 419 459 493 524 563 712
36 103 225 382 425 451 461 624 721
37 102 226 381 426 452 462 623 722
84 103 204 370 429 500 516 537 575
83 102 203 369 430 499 515 538 576
82 100 206 397 527 539 579 603 638
81 101 205 398 528 540 580 604 637
80 98 208 386 443 498 541 602 634
79 99 207 385 444 497 542 601 633
88 98 196 360 392 447 581 659 708
87 99 195 359 391 448 582 660 707
86 102 237 363 408 491 561 667 709
85 103 238 364 407 492 562 668 710
56 100 222 396 410 531 551 658 703
57 101 221 395 409 532 552 657 704
29 99 230 387 421 477 557 662 724
28 98 229 388 422 478 558 661 723
63 97 212 367 375 489 615 617 686
62 97 211 368 376 490 616 618 685
55 97 214 361 377 530 609 619 681
54 97 213 362 378 529 610 620 682
53 101 202 389 411 434 536 554 666
52 100 201 390 412 433 535 553 665
49 97 209 380 394 467 513 622 683
48 97 210 379 393 468 514 621 684
78 98 228 351 423 479 628 680 717
77 99 227 352 424 480 627 679 718
61 101 220 353 486 592 639 670 699
60 100 219 354 485 591 640 669 700
34 103 199 356 522 569 643 672 701
35 102 200 355 521 570 644 671 702
51 101 184 445 453 474 509 650 691
50 100 183 446 454 473 510 649 692
27 97 177 427 428 483 484 613 614
70 97 178 435 436 469 470 533 534
26 97 176 487 488 599 600 611 612
73 98 179 418 556 571 583 652 715
74 99 180 417 555 572 584 651 716
45 100 182 371 458 605 635 656 705
44 101 181 372 457 606 636 655 706
43 103 185 384 441 560 586 653 713
42 102 186 383 442 559 585 654 714
71 103 190 415 464 495 547 631 648
72 102 189 416 463 496 548 632 647
39 99 187 405 501 504 546 596 645
38 98 188 406 502 503 545 595 646
